"Attribute Set of products, which will be listed on Play.com in this Listing.","Attributset von Produkten, die in diesem Angebot bei Play.com eingestellt werden."
"M2E Pro - Play.com/Magento Integration : Listings","M2E Pro – Play.com/Magento-Integration: Angebote"
"Listing is a group of items, which have the same Attribute Set and were combined to be listed on Play.com.
                            <br/><br/>
                            Creating a Listing requires two types of templates to be created in advance.<br/>
                            You can use the same template for similar products you want to list on Play.com and don't have to enter the same information over and over again for each product you want to list.
                            <br/><br/>
                            Templates youâ€™ll need in order to list on Play.com:
                            <br/><br/>
                            <ul style=""margin-left: 15px; list-style: disc"">
                                <li><a href=""%s"">Selling Format Template</a> contains information about quantity and price-related data.</li>
                                <li><a href=""%s"">Synchronization Template</a> controls how the information between Play.com and Magento is synchronized and in which cases Play.com listings are revised, relisted or stopped.  This template is not bound to a product group with a specific attribute set, so it's likely that you'll only need one template to begin with.</li>
                            </ul>
                            <br/>
                            <b>Note:</b> Only simple products are supported in current version.
                            <br/><br/>","Das Angebot vereint eine Gruppe von Artikeln, die über dasselbe Attributset verfügen und für das Einstellen bei Play.com zusammengefasst wurden.                            <br/><br/>                            Um ein Angebot erstellen zu können, müssen zuvor zwei Vorlagentypen erstellt werden.<br/>                            Sie können dieselbe Vorlage für ähnliche Produkte, die Sie bei Play.com einstellen möchten, wiederverwenden und müssen so nicht für jedes Produkt immer wieder dieselben Informationen eingeben.                            <br/><br/>                            Vorlagen, die Sie zum Einstellen bei Play.com benötigen:                            <br/><br/>                            <ul style=""margin-left: 15px; list-style: disc"">                                <li><a href=""%s"">Vorlage für das Angebotsformat</a>: Enthält Informationen zu stückzahl- und preisbezogenen Daten.</li>                                <li><a href=""%s"">Synchronisierungsvorlage</a>: Steuert, wie die Informationen zwischen Play.com und Magento synchronisiert werden und in welchen Fällen Play.com-Angebote bearbeitet, wiedereingestellt oder angehalten werden. Die Verwendung dieser Vorlage ist nicht auf eine bestimmte Produktgruppe oder ein Attributset beschränkt, sodass Sie fürs Erste mit hoher Wahrscheinlichkeit nur eine Vorlage benötigen werden.</li>                            </ul>                            <br/>                            <b>Hinweis:</b> In der aktuellen Version werden nur einfache Produkte unterstützt.                            <br/><br/>"
"This section contains information about product items of chosen listing and their statuses on Play.com. You can manage items by choosing appropriate actions from the Actions dropdown of the grid and manage Listing and its settings by using buttons in the top right corner.","Dieser Abschnitt enthält Informationen zu Artikeln aus ausgewählten Angeboten und deren Status bei Play.com. Mithilfe der passenden Aktionen aus dem Dropdown-Menü für Aktionen können Sie Ihre Artikel verwalten und für die Verwaltung und Einstellungen von Angeboten stehen Ihnen oben rechts diverse Optionen und Schaltflächen zur Verfügung."
"This page contains all orders imported from Play.com.
Use Play.com Accounts dropdown to filter Play.com orders by accounts.<br/>
If Magento Order or Invoice was not created automatically,
you can create them manually by using appropriate options in the Action dropdown.<br/><br/>
<b>Note:</b> Automatic creation of Magento Orders and Invoices executes according to Play.com Accounts settings in %s > Configuration > Play.com Accounts > Orders.","Diese Seite enthält alle aus Play.com importierten Bestellungen. Verwenden Sie das Drop-down-Menü „Play.com-Konten“, um Ihre Play.com-Bestellungen nach Konten zu filtern.<br/>Falls die Magento-Bestellung oder -Rechnung nicht automatisch erstellt wurde, können Sie diese mithilfe der entsprechenden Optionen aus dem Drop-down-Menü „Aktion“ manuell erstellen.<br/><br/><b>Hinweis:</b> Das automatische Erstellen von Magento-Bestellungen und -Rechnungen erfolgt entsprechend den Einstellungen für das Play.com-Konto unter %s > „Konfiguration“ > „Play.com-Konten“ > „Bestellungen“."
"Play.com Order","Play.com-Bestellung"
"This section allows you to set preferences of data synchronization.<br/>
    You have to enable / disable synchronization tasks, which will be automatically performed for all Play.com accounts, and <span style=""text-decoration: underline;"">Save Settings</span>.<br/>
    To run necessary task manually, click the <span style=""text-decoration: underline;"">Run Now</span> button, to run all tasks at once, click <span style=""text-decoration: underline;"">Run Enabled Now</span>.<br/>
    <br/><b>Note:</b> Cron job must be set up for automatic synchronization. Otherwise, you will have to perform the synchronization manually.","In diesem Abschnitt können Sie die Einstellungen für die Synchronisierung von Daten festlegen.<br/>    Sie müssen Synchronisierungsaufgaben aktivieren/deaktivieren, die automatisch für alle Play.com-Konten durchgeführt werden, und anschließend die <span style=""text-decoration: underline;"">Einstellungen speichern</span>.<br/>    Um erforderliche Aufgaben manuell auszuführen, klicken Sie auf <span style=""text-decoration: underline;"">Jetzt ausführen</span>. Klicken Sie auf <span style=""text-decoration: underline;"">Aktivierte jetzt ausführen</span>, um alle Aufgaben auf einmal auszuführen.<br/>    <br/><b>Hinweis:</b> Für die automatische Synchronisierung muss ein Cronjob eingerichtet werden. Andernfalls müssen Sie die Synchronisierung manuell durchführen."
"Updates and synchronizes Play.com Listings according to<br/>Synchronization Templates' rules.","Aktualisiert und synchronisiert Play.com-Angebote nach den<br/>Regeln der Synchronisierungsvorlagen"
"If your Play.com listings for some reason were asynchronized with the products in Magento, <a href=""javascript:"" onclick=""%s"">turn on</a> the Revise All action to catch data up.
        <br/>Revise is performed by the Inventory Synchronization, 100 items per a cycle.
    <br/><br/>
        ","Wenn Ihre Play.com-Angebote aus irgendeinem Grund nicht mehr mit den Produkten in Magento synchron sind, <a href=""javascript:"" onclick=""%s"">aktivieren</a> Sie die Aktion „Alle überarbeiten“, um die Daten zu synchronisieren.        <br/>Die Überarbeitung erfolgt durch die Funktion „Warenbestand synchronisieren“, wobei jeweils 100 Artikel auf einmal überarbeitet werden.    <br/><br/>        "
"Imports and synchronizes Play.com Orders for accounts,<br/>which have enabled Import Play.com Orders in their<br/>Accounts settings.","Importiert und synchronisiert Play.com-Bestellungen für Konten,<br/>für die in den Kontoeinstellungen „Play.com-Bestellungen importieren“<br/>aktiviert ist."
"Imports and synchronizes 3rd Party Listings for Play.com<br/>accounts, which have enabled Import 3rd Party Listings<br/>in their Accounts settings.","Importiert und synchronisiert Angebote von Drittanbietern für Play.com-Konten,<br/>für die in den Kontoeinstellungen „Angebote von Drittanbietern importieren“<br/>aktiviert ist."
"Selling Format Template contains price-related data and quantity for the items, which will be listed on Play.com.<br/><br/>
Next to each price options dropdown there is a box for Price Change. Price Change is a value you want the Magento Price to be modified while listing on Play.com.<br/><br/>
<b>Examples:</b><br/>
If you want the price on Play.com to be greater by 15% than the price in Magento, you should set +15% in the Price Change field.<br/>
<i>Play.com Price = Magento Price + Magento Price * 0.15</i>
<br/>
If you want the price on Play.com to be less by 10 currency units than the price in Magento, you should set -10 in the Price Change field.<br/>
<i>Play.com Price = Magento Price - 10</i>
<br/>
If you want the price on Play.com to be multiplied by coefficient 1.2, you should set 1.2 in the Price Change field.
<br/>
<i>Play.com Price = Magento Price * 1.2.</i>
<br/><br/>
<b>Note:</b> If the Special Price is chosen in the <span style=""text-decoration: underline;"">Price</span> option, but it is not set in Magento Product settings or it is set but it has already expired, the Product Price is used instead.
<br/><br/>
<b>Note:</b> Attributes must contain only numeric values.","Die Vorlage für das Angebotsformat enthält  Daten zu Preisen und Stückzahlen der Artikel, die bei Play.com eingestellt werden.<br/><br/>Neben jedem Drop-down-Menü für die Preisoptionen befindet sich jeweils ein Feld für Preisänderungen. Im Feld „Preisänderung“ können Sie festlegen, wie sich der Preis bei Play.com gegenüber dem Magento-Preis ändern soll.<br/><br/><b>Beispiele:</b><br/>Wenn der Preis bei Play.com 15 % höher als der Preis in Magento sein soll, können Sie im Feld „Preisänderung“ „+15 %“ angeben.<br/><i>Play.com-Preis = Magento-Preis + Magento-Preis × 0,15</i><br/>Wenn der Preis bei Play.com 10 Währungseinheiten niedriger als der Preis in Magento sein soll, müssen Sie im Feld „Preisänderung“ „–10“ angeben.<br/><i>Play.com-Preis = Magento-Preis – 10</i><br/>Wenn der Preis bei Play.com mit dem Koeffizienten 1,2 multipliziert werden soll, müssen Sie im Feld „Preisänderung“ „1,2“ angeben.<br/><i>Play.com-Preis = Magento-Preis × 1,2</i><br/><br/><b>Hinweis:</b> Wenn Sie als Wert für die Option <span style=""text-decoration: underline;"">Preis</span> „Sonderpreis“ festgelegt haben, die Option aber nicht in den Produkteinstellungen in Magento festgelegt wurde oder bereits abgelaufen ist, wird stattdessen die Einstellung „Produktpreis“ verwendet.<br/><br/><b>Hinweis:</b> Attribute dürfen nur numerische Werte enthalten."
"Price for selling in the UK.","Preis für den Verkauf im Vereinten Königreich"
"Price for selling in Europe.","Preis für den Verkauf in Europa"
"The price of products in Play.com listing(s).<br/><b>Note:</b> The Final Price is only used for Simple Products.","Der Preis der Produkte in Play.com-Bestellungen<br/><b>Hinweis:</b> Der Endpreis wird nur für einfache Produkte verwendet."
"Attribute Sets of products which will be listed on Play.com<br />using this template.","Attributsets von Produkten, die bei Play.com<br />unter Verwendung dieser Vorlage eingestellt werden."
"Products quantity in Play.com listing(s).","Produktmengen in Play.com-Angeboten."
"<i>Enables</i> to set the quantity that will be sent on Play.com.","Ermöglicht die Festlegung der Stückzahl, die an Play.com gesendet wird<i></i>."
"If you have 5 pieces in stock but set a max qty of 2 to be listed, a qty of 2 will be listed on Play.com.<br/>
                                                                         If you have 1 piece in stock but max qty is set to 3, only 1 will be listed on Play.com.","Wenn Sie fünf (5) Stück auf Lager haben, als maximal einzustellende Stückzahl jedoch zwei (2) angeben, werden zwei (2) Stück bei Play.com eingestellt.<br/>                                                                         Wenn Sie ein (1) Stück auf Lager haben und die maximal einzustellende Stückzahl auf drei (3) festgelegt ist, wird nur ein (1) Stück bei Play.com eingestellt."
"You are required to set both prices for the UK and Europe delivery regions.
                <br/>Depending on Delivery Region, chosen in Listing Channel settings necessary price will be used for the items you list.","Sie müssen Preise sowohl für die Lieferregion Vereinigtes Königreich als auch für die Lieferregion Europa festlegen.                <br/>Für die Artikel, die Sie einstellen, wird der Preis entsprechend der Lieferregion verwendet, die Sie in „Channel-Einstellungen für das Angebot“ gewählt haben."
"Price, GBP","Preis, GBP"
"Custom Price Attribute, GBP","Attribut „Benutzerdefinierter Preis“, GBP"
"Price, EUR","Preis, EUR"
"Custom Price Attribute, EUR","Attribut „Benutzerdefinierter Preis“, EUR"
"Synchronization Template includes rules and conditions which determine Listing behavior on Play.com.<br/>
    List, Revise, Relist and Stop Rules have to be specified in this template.<br/><br/>
    <b>List Action</b> - at first this action to be executed for each item in M2E Listings, which has <i>Not Listed</i> status and its settings meet the List Condition. If an item was not listed for some reason, autosynchronization will attempt
    to list it again only if Product Status, Stock Availability or Quantity is changed.
    <br/><br/>
    <b>Note:</b> Inventory Synchronization setting must be enabled in Synchronization (Configuration > Synchronization).
    Otherwise, Synchronization Template Rules will not take effect.","Synchronisierungsvorlagen enthalten Regeln und Bedingungen für das Einstellen bei Play.com.<br/>    In dieser Vorlage müssen Regeln für das Einstellen, Bearbeiten, Wiedereinstellen und Anhalten angegeben werden.<br/><br/>    <b>Aktion „Einstellen“</b>: Diese Aktion muss zunächst für jeden Artikel aus den M2E-Angeboten durchgeführt werden, dessen Status <i>Nicht eingestellt</i> lautet und dessen Einstellungen die Bedingung für das Einstellen erfüllen. Wenn ein Artikel aus irgendeinem Grund nicht eingestellt wurde, versucht die automatische Synchronisierung diesen Artikel nur dann erneut einzustellen, wenn sich Produktstatus, Verfügbarkeit oder Stückzahl geändert haben.    <br/><br/>    <b>Hinweis:</b> Die Einstellung „Warenbestand synchronisieren“ muss unter „Konfiguration“ > „Synchronisierung“ aktiviert werden. Andernfalls können die Regeln der Synchronisierungsvorlage nicht angewendet werden."
"Relist Rules define the conditions at which Play.com items will be relisted.<br/>","Die Regeln für das Wiedereinstellen geben die Bedingungen vor, unter denen Play.com-Artikel wiedereingestellt werden.<br/>"
"Automatically relists item(s) after it has been stopped manually within M2EPro.","Stellt Artikel automatisch wieder ein, die manuell in M2E Pro angehalten wurden."
"Revise Rules are the conditions, at which automatic full and partial listings revising features are enabled.
<br/>If the certain condition is enabled (<i>Yes</i> is chosen in appropriate line) and met,
then Play.com Listings, which were listed using current Synchronization Template,
will be automatically fully or partially updated.<br/>
    <ul class=""list"">
        <li><b>Partial Revise</b> - contains list of product details, which changes you want to be reflected on Play.com.</li>
        <li><b>Full Revise</b> - contains groups of M2E settings. If any data of these groups (Selling Format Template, Listing Channel Settings) is changed, then listings, which use these templates in their settings, will be automatically fully revised.</li>
    </ul>","Regeln für das Überarbeiten sind die Bedingungen, die erfüllt sein müssen, damit Angebote automatisch ganz oder teilweise bearbeitet werden.<br/>Wenn die jeweilige Bedingung aktiviert ist (also in der entsprechenden Zeile <i>Ja</i> ausgewählt wurde) und das Angebot die Bedingung erfüllt, werden Play.com-Angebote, die mit der aktuellen Synchronisierungsvorlage eingestellt wurden, automatisch vollständig oder teilweise aktualisiert.<br/>    <ul class=""list"">        <li><b>Teilweise überarbeiten</b>: Enthält eine Liste von Produktdetails, mit deren Hilfe Sie festlegen können, welche Änderungen in Play.com übernommen werden sollen.</li>        <li><b>Vollständig überarbeiten</b>: Enthält Gruppen von M2E-Einstellungen. Wenn Daten aus diesen Gruppen (Angebotsformatvorlage, Channel-Einstellungen für das Angebot) geändert werden, werden Angebote, die diese Vorlagen in ihren Einstellungen verwenden, vollständig überarbeitet.</li>    </ul>"
"Automatically revises quantity on Play.com listing(s) when the quantity or attribute for quantity of its product is changed in Magento.","Die Stückzahlen von Play.com-Angeboten werden automatisch überarbeitet, wenn die Mengen oder Mengenattribute der verknüpften Produkte in Magento geändert werden."
"Updates Play.com qty only when the Condition you set below is met.
                            <br/><b>Note:</b> By using this option you can significantly increase Synchronization performance.","Aktualisiert die Stückzahl bei Play.com, wenn die von Ihnen nachstehend festgelegte Bedingung erfüllt ist.                            <br/><b>Hinweis:</b> Wenn Sie diese Option verwenden, können Sie die Synchronisierungsleistung erheblich steigern."
"Automatically revises price on Play.com listing(s) when the price(s) or attribute(s) for price(s) of its product is (are) changed in Magento.","Die Preise von Play.com-Angeboten werden automatisch überarbeitet, wenn die Preise oder Preisattribute der verknüpften Produkte in Magento geändert werden."
"Automatically revises Play.com listing(s) if its Selling Format Template was changed.","Play.com-Angebote werden automatisch überarbeitet, wenn die zugrundeliegende Vorlage für das Angebotsformat geändert wird."
"Automatically revises Play.com listing(s) if its Listing Settings was changed.","Play.com-Angebote werden automatisch überarbeitet, wenn die zugrundeliegenden Angebotseinstellungen geändert werden."
"Stop Rules define the conditions when Play.com items listing must be
    stopped, depending on Magento product state.<br/><br/>
    <b>Note:</b> If all Stop Conditions are set to <i>No</i> or <i>No Action</i>, then the stop option for Play.com items is disabled.<br/>
    If all Stop Conditions are enabled, then an item will be stopped if at least one of Stop Conditions is met.","Die Regeln für das Anhalten definieren die Bedingungen, bei denen Play.com-Angebote je nach ihrem Magento-Produktstatus deaktiviert werden müssen.<br/><br/>    <b>Hinweis:</b> Wenn für alle Bedingungen für das Anhalten <i>Nein</i> oder <i>Keine Aktion</i> festgelegt ist, dann wird die Option für das Anhalten von Play.com-Artikeln deaktiviert.<br/>    Wenn alle Bedingungen für das Anhalten aktiviert sind, wird ein Artikel angehalten, sobald mindestens eine der Bedingungen erfüllt ist."
"Disabled - Coming Soon","Deaktiviert – folgt in Kürze"
"rakuten.de","rakuten.de"
"Synchronization settings have been saved.","Die Synchronisierungseinstellungen wurden gespeichert."
"Running All Enabled Tasks","Alle aktivierten Aufgaben werden ausgeführt"
"Feedback Synchronization","Bewertungen synchronisieren"
"Revise All","Alle überarbeiten"
"You should enable at least one component.","Sie müssen mindestens eine Komponente aktivieren."
"Default component should be enabled.","Sie müssen die Standardkomponente aktivieren."
"Channels","Kanäle"
"Enable channels you are going to work with and Save configuration.","Aktivieren Sie die Channel, mit denen Sie arbeiten werden, und speichern Sie die Konfiguration."
"eBay Channel","eBay-Channel"
"eBay channel status.","eBay-Channel-Status."
"Other Channels","Andere Channel"
"Amazon channel status.","Amazon-Channel-Status."
"Rakuten","Rakuten"
"Rakuten.com channel status.","Rakuten.com-Channel-Status."
"Play.com channel status.","Play.com-Channel-Status."
"Rakuten.de","Rakuten.de"
"Disabled - Coming Soon...","Deaktiviert – folgt in Kürze..."
"Rakuten.de channel status.","Rakuten.de-Channel-Status."
"Default Channel","Standard-Channel"
"Open tab by default.","Registerkarte standardmäßig öffnen."
"The <span style=""text-decoration: underline;"">eBay component</span>, its upgrades and support are free according to eBay / Magento Partner Agreement. And they will stay free until the partner agreement is active.<br/>","Je nach eBay/Magento-Partnervereinbarung sind die <span style=""text-decoration: underline;"">eBay-Komponente</span>, spätere Upgrades und der zugehörige Support kostenlos verfügbar. Es werden keine Kosten erhoben, bis die Partnervereinbarung aktiv ist.<br/>"
"and","und"
"component","Komponente"
"components","Komponenten"
"Current %s %s are in <span style=""text-decoration: underline;"">Beta</span> state and are provided free of charge. However, please be advised that upon the live version of the product release some monthly subscription fee will be introduced.<br/>","Derzeit liegen %s %s als <span style=""text-decoration: underline;"">Betaversion</span> vor und werden kostenlos bereitgestellt. Wir weisen Sie jedoch darauf hin, dass nach Veröffentlichung und Einführung der Live-Version eine monatliche Abonnementgebühr fällig wird.<br/>"
"<br/><b>Note:</b> M2E Pro v.6.x.x consists of %s.<br/>
    %s
    %s
    <br/>
    <hr style=""color:#D6D6D6""/><br/>
    M2E Pro extension requires activation for its work.<br/><br/>
    To get the License Key click the <span style=""text-decoration: underline;"">Get License Key</span> link and follow the instructions.<br/>
    When you receive your License Key, press the Enter button, enter your License Key in appeared text field and press Confirm.
    <br/><br/>
    <b>Note:</b> If you have not received the License Key, please contact us %s.","<br/><b>Hinweis:</b> M2E Pro v.6.x.x besteht aus %s.<br/>    %s %s    <br/>    <hr style=""color:#D6D6D6""/><br/>    Die M2E Pro-Erweiterung muss erst aktiviert werden.<br/><br/>    Klicken Sie auf den Link <span style=""text-decoration: underline;"">Lizenzschlüssel abfragen</span> und befolgen Sie die Anweisungen.<br/>    Nachdem Sie Ihren Lizenzschlüssel erhalten haben, drücken Sie die Eingabetaste, geben Sie in das eingeblendete Textfeld Ihren Lizenzschlüssel ein und klicken Sie auf „Bestätigen“.    <br/><br/>    <b>Hinweis:</b> Wenn Sie keinen Lizenzschlüssel erhalten haben, kontaktieren Sie uns bitte %s."
"You must get valid Trial or Live license key.","Sie müssen einen gültigen Test- oder Live-Lizenzschlüssel haben."
"License Data","Lizenzdaten"
"License Key","Lizenzschlüssel"
"Get License Key","Lizenzschlüssel abfragen"
"License Validation","Lizenzvalidierung"
"Domain","Domäne"
"IP","IP"
"Directory","Verzeichnis"
"Access","Zugriff"
"<b>Note:</b> The eBay component, its upgrades and support are free according to eBay / Magento Partner Agreement. And they will stay free
                                                                       until the partner agreement is active.","<b>Hinweis:</b> Gemäß der eBay/Magento-Partnervereinbarung sind die eBay-Komponente, spätere Upgrades und der Support kostenlos verfügbar. Es werden keine Kosten erhoben, bis die Partnervereinbarung aktiv ist."
"<b>Note:</b> The current Beta version of the Amazon module is provided free of charge.
                                However, please be advised that upon the live version of the product release some monthly subscription fee will be introduced.","<b>Hinweis:</b> Die aktuelle Betaversion des Amazon-Moduls wird kostenlos zur Verfügung gestellt. Wir weisen Sie jedoch darauf hin, dass nach Veröffentlichung und Einführung der Live-Version eine monatliche Abonnementgebühr fällig wird."
"<b>Note:</b> The current Beta version of the Rakuten.com module is provided free of charge.
                                However, please be advised that upon the live version of the product release some monthly subscription fee will introduced.","<b>Hinweis:</b> Die aktuelle Betaversion des Rakuten.com-Moduls wird kostenlos zur Verfügung gestellt. Wir weisen Sie jedoch darauf hin, dass nach Veröffentlichung der Live-Version eine monatliche Abonnementgebühr eingeführt wird."
"<b>Note:</b> The current Beta version of the Play.com module is provided free of charge.
                                However, please be advised that upon the live version of the product release some monthly subscription fee will introduced.","<b>Hinweis:</b> Die aktuelle Betaversion des Play.com-Moduls wird kostenlos zur Verfügung gestellt. Wir weisen Sie jedoch darauf hin, dass nach Veröffentlichung der Live-Version eine monatliche Abonnementgebühr eingeführt wird."
"Current Status","Aktueller Status"
"None License","Keine Lizenz"
"Trial License","Testlizenz"
"Live License","Aktive Lizenz"
"Suspended","Gesperrt"
"Closed","Geschlossen"
"Expiration Date","Gültig bis"
"Global Settings","Globale Einstellungen"
"All settings are gathered into four groups. To reach them click on appropriate link.","Sämtliche Einstellungen werden in vier Gruppen zusammengefasst. Diese erreichen Sie über den entsprechenden Link."
"eBay, Amazon, Rakuten.com, Play.com channels activation.","eBay-, Amazon-, Rakuten.com-, Play.com-Channel-Aktivierung"
"Interface and synchronization preferences.","Schnittstellen- und Synchronisierungseinstellungen"
"Logs Clearing","Protokolle löschen"
"Preferences for logs history clearing.","Einstellungen für das Entfernen von Verlaufsinformationen aus Protokollen."
"M2E Pro activation.","M2E Pro-Aktivierung"
"Set preferences for automatic logs clearing and Save configuration.
        <br/>
        To launch a task manually press Run Now. To clear all log records of the certain Log press Clear All button.
        <br/><br/>
        <b>Note:</b> Autoclearing is performed by cron.
       ","Legen Sie Einstellungen für das automatische Bereinigen von Protokollen fest und speichern Sie die Konfiguration.        <br/>        Wenn Sie eine Aufgabe manuell starten möchten, klicken Sie auf „Jetzt ausführen“. Wenn alle Einträge des konkreten Protokolls entfernt werden sollen, klicken Sie auf „Alles löschen“.        <br/><br/>        <b>Hinweis:</b> Das automatische Bereinigen wird durch Cron erledigt.       "
"Listings Log Clearing","Angebotsprotokoll löschen"
"Keep For (days)","Behalten für (Tage)"
"Saves records for the definite number of days.","Speichert Datensätze für die angegebene Anzahl von Tagen."
"3rd Party Listings Log Clearing","Protokoll für Angebote von Drittanbietern löschen"
"Synchronization Log Clearing","Synchronisierungsprotokoll löschen"
"Orders Log Clearing","Bestellprotokoll löschen"
"Interface","Schnittstelle"
"Set visual interface preferences and Save configuration.","Legen Sie Einstellungen für die Benutzeroberfläche fest und speichern Sie die Konfiguration."
"Products Thumbnails","Produkt-Indexbilder"
"Do Not Show","Nicht anzeigen"
"Show","Anzeigen"
"Shows / does not show products thumbnails on Add Products and View Listing pages.","Ermöglicht das Aktivieren/Deaktivieren der Anzeige von Produkt-Indexbildern auf den Seiten „Produkte hinzufügen“ und „Angebot anzeigen“."
"Help Blocks","Hilfe-Abschnitte"
"Shows / does not show Help blocks.","Blendet Hilfe-Abschnitte ein/aus."
"Restores manually closed Help blocks.","Blendet manuell geschlossene Hilfe-Abschnitte wieder ein."
"Global Synchronization","Global synchronisieren"
"Has to be enabled if product price and quantity changes are made directly to database.  Data update depends on the number of products and can be fully completed after several synchronization cycles finish.
                    <br/><br/>
                    <b>Note:</b> Enable this option if you really need it, as it is very resource and time consuming and may affect synchronization performance.","Muss aktiviert werden, wenn Änderungen an Produktpreisen und Stückzahlen direkt in der Datenbank vorgenommen werden. Die Datenaktualisierung ist abhängig von der Anzahl der Produkte und kann nach Beendigung mehrerer Synchronisierungszyklen vollständig abgeschlossen sein.                    <br/><br/>                    <b>Hinweis:</b> Aktivieren Sie diese Option nur, wenn Sie sie wirklich benötigen, da sie sehr ressourcen- und zeitaufwändig ist und die Synchronisierungsgeschwindigkeit beeinträchtigen kann."
"Track Direct Database Changes","Direkte Änderungen in der Datenbank nachverfolgen"
"<b>Note:</b> Enable this option if you really need it, as it is very resource and time consuming and may affect synchronization performance.","<b>Hinweis:</b> Aktivieren Sie diese Option nur, wenn Sie sie wirklich benötigen, da sie sehr ressourcen- und zeitaufwändig ist und die Synchronisierungsgeschwindigkeit beeinträchtigen kann."
"PHP","PHP"
"MySQL","MySQL"
"Cron","Cron"
"GMT","Greenwich-Zeit"
"not working","funktioniert nicht"
"Expired Date","Gültig bis"
"Valid Domain","Gültige Domäne"
"Valid IP","Gültige IP"
"Valid Directory","Gültiges Verzeichnis"
"Host","Host"
"Edition","Ausgabe"
"Version","Version"
"Add Secret Key to URLs","Geheimen Schlüssel für URLs hinzufügen"
"Name","Name"
"Version (revision)","Version (bearbeitete Version)"
"Server API","Server-API"
"Database Name","Datenbankname"
"Tables Prefix","Präfix der Tabellen"
"Connection Timeout","Verbindungs-Timeout"
"sec","Sek"
"Wait Timeout","Wartezeit-Timeout"
"Total Tables","Gesamtzahl der Tabellen"
"Total Module Tables","Gesamtzahl der Modultabellen"
"Total Module Records","Gesamtzahl der Moduldatensätze"
"Unlimited","Unbegrenzt"
"PHP Info","PHP-Informationen"
"Current Date (GMT)","Aktuelles Datum (UTC+0)"
"APC","APC"
"Memcached","Memcached"
"Redis","Redis"
"Compilation","Kompilierung"
"Code Pool","Code-Pool"
"We recommend to set up your cron job to be run every 5 minutes (e.g. */5 * * * *).","Wir empfehlen, den Cronjob so einzurichten, dass er alle fünf Minuten ausgeführt wird (z. B. */5 * * * *)."
"Last Run","Letzte Ausführung"
"PHP command","PHP-Befehl"
"GET command","GET-Befehl"
"Cron Schedule Table","Cron-Zeitplantabelle"
"Magento Default Locale","Magento-Standard-Locale"
"Properties","Merkmal"
"Current Value","Tatsächlich"
"Location","Ort"
"MySQL Summary","MySQL-Zusammenfassung"
"Table `%s`","Tabelle '%s'"
"(%s records)","(% Datensätze)"
"<b>Magento development mode is '.$developmentHtml.' now.</b>","<b>Der Magento-Entwicklungsmodus ist jetzt '.$developmentHtml.' .</b>"
"System Requirements","Systemanforderungen"
"Caches / Compilation","Caches/Kompilierung"
"Conflicted Modules","Module im Konflikt"
"Database Broken Tables","Database Broken Tables"
"Info","Informationen"
"Database (Module)","Datenbank (Modul)"
"Database (Integration)","Datenbank (Integration)"
"M2E Pro (General)","M2E Pro (Allgemeines)"
"M2E Pro (Install / Upgrade)","M2E Pro (Installation/Upgrade)"
"Additional","Weitere"
"Help","Hilfe"
"Hide Block","Abschnitt ausblenden"
"Show Tips","Tipps anzeigen"
"Hide Tips","Tipps ausblenden"
"View All Product Log","Alle Produktprotokolle anzeigen"
"This is a required field.","Dies ist ein Pflichtfeld."
"You should select Attribute Set first.","Sie müssen zuerst einen Attributset auswählen."
"Collapse All","Alle minimieren"
"Expand All","Alle einblenden"
"The products below will not be moved into the chosen listing. <br />
                                    <div style=""font-weight: normal;"">
                                        <span style=""text-decoration: underline"">Possible reasons:</span> <br />
                                        The products are already present in the chosen listing.<br />
                                    </div>","Die nachfolgenden Produkte werden nicht in das ausgewählte Angebot verschoben. <br />                                    <div style=""font-weight: normal;"">                                        <span style=""text-decoration: underline"">Mögliche Gründe:</span> <br />                                        Die Produkte sind im gewählten Angebot bereits vorhanden.<br />                                        Das ausgewählte Angebot hat „Nicht anzeigen“ als Wert für „In anderen Angeboten aufgeführte Produkte“ und die Produkte, die Sie hinzufügen möchten, werden in anderen Angeboten aufgeführt.<br />                                    </div>"
"Enter Product ID","Geben Sie die Produkt-ID"
"Or SKU","oder Artikelnummer ein"
"Advanced Filter","Erweiterte Filter"
"Products Presented In Other Listings","In anderen Angeboten aufgeführte Produkte"
"Not Show","Nicht anzeigen"
"Makes the filter result more precise:<br/><b>Show</b> - all products will be displayed;<br/><b>Not Show</b> - the products, which are not included in any listing, will be only displayed.","Ergibt noch genauere Filterergebnisse:<br/><b>Anzeigen</b>: Es werden alle Produkte angezeigt;<br/><b>Nicht anzeigen</b>: Es werden nur die Produkte angezeigt, die nicht in irgendeinem Angebot enthalten sind."
"eBay User ID","eBay-Mitgliedsname"
"eBay Site","eBay-Website"
"Magento Store View","Magento-Shop-Ansicht"
"Errors Summary","Zusammenfassung der Fehler"
"Product(s)","Produkt(e)"
"Payment Method","Zahlungsmethode"
"%s Order ID","%s-Bestellnummer"
"%s Final Fee","%s-Verkaufsprovision"
"Transactions","Transaktionen"
"Transaction #","Transaktion #"
"Fee","Gebühr"
"Amount","Betrag"
"Date","Datum"
"Order ID","Bestellnummer"
"Store Debug Information","Debug-Informationen zum Shop"
"View All Order Logs.","Alle Bestellprotokolle anzeigen."
"Please enter correct product ID or SKU.","Bitte geben Sie die korrekte Produkt-ID oder Artikelnummer ein."
"Order Item Mapping","Zuordnung des bestellten Artikels"
